state,district,year,onion_summer_yield_tonne_per_hectare
,,2021 - 2022,16.03
,,2022 - 2023,16.74
,Sant kabeer nagar,2002 - 2003,11.19
,,2003 - 2004,9.87
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,11.66
,,2007 - 2008,13.5
,,2008 - 2009,
,,2009 - 2010,13.9
,,2010 - 2011,
,,2011 - 2012,10.83
,,2012 - 2013,10.88
,,2013 - 2014,13.45
,,2014 - 2015,15.12
,,2015 - 2016,13.58
,,2016 - 2017,13.52
,,2017 - 2018,14.38
,,2018 - 2019,11.78
,,2019 - 2020,16.37
,,2020 - 2021,16.42
,,2021 - 2022,16.02
,,2022 - 2023,16.73
,Sant ravidas nagar,2002 - 2003,11.18
,,2003 - 2004,9.86
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,11.67
,,2007 - 2008,13.48
,,2008 - 2009,
,,2009 - 2010,13.89
,,2010 - 2011,
,,2011 - 2012,10.83
,,2012 - 2013,10.88
,,2013 - 2014,13.46
,,2014 - 2015,15.13
,,2015 - 2016,13.58
,,2016 - 2017,13.53
,,2017 - 2018,14.39
,,2018 - 2019,11.78
,,2019 - 2020,
,,2020 - 2021,16.42
,,2021 - 2022,16.02
,,2022 - 2023,16.74
,Shahjahanpur,2002 - 2003,11.18
,,2003 - 2004,10.18
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,11.64
,,2007 - 2008,13.5
,,2008 - 2009,
,,2009 - 2010,13.89
,,2010 - 2011,
,,2011 - 2012,10.83
,,2012 - 2013,10.88
,,2013 - 2014,13.46
,,2014 - 2015,15.12
,,2015 - 2016,13.58
,,2016 - 2017,13.53
,,2017 - 2018,14.38
,,2018 - 2019,11.78
,,2019 - 2020,16.37
,,2020 - 2021,16.42
,,2021 - 2022,16.03
,,2022 - 2023,16.72
,Shamli,2012 - 2013,10.88
,,2013 - 2014,13.33
,,2014 - 2015,15.0
,,2015 - 2016,13.6
,,2016 - 2017,13.53
,,2017 - 2018,14.38
,,2018 - 2019,11.82
,,2019 - 2020,16.37
,,2020 - 2021,16.45
,,2021 - 2022,16.02
,,2022 - 2023,
,Shravasti,2002 - 2003,11.17
,,2003 - 2004,9.87
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,11.64
,,2007 - 2008,19.14
,,2008 - 2009,
,,2009 - 2010,15.36
,,2010 - 2011,
,,2011 - 2012,9.16
,,2012 - 2013,11.68
,,2013 - 2014,13.45
,,2014 - 2015,18.96
,,2015 - 2016,15.01
,,2016 - 2017,17.49
,,2017 - 2018,16.45
,,2018 - 2019,10.68
,,2019 - 2020,22.12
,,2020 - 2021,23.82
,,2021 - 2022,15.55
,,2022 - 2023,22.25
,Siddharth nagar,2002 - 2003,11.18
,,2003 - 2004,9.87
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,11.64
,,2007 - 2008,13.52
,,2008 - 2009,
,,2009 - 2010,13.89
,,2010 - 2011,
,,2011 - 2012,10.83
,,2012 - 2013,10.88
,,2013 - 2014,13.46
,,2014 - 2015,15.12
,,2015 - 2016,13.58
,,2016 - 2017,13.53
,,2017 - 2018,14.39
,,2018 - 2019,11.78
,,2019 - 2020,16.37
,,2020 - 2021,16.42
,,2021 - 2022,16.02
,,2022 - 2023,16.74
,Sitapur,2002 - 2003,11.18
,,2003 - 2004,10.18
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,11.65
,,2007 - 2008,7.95
,,2008 - 2009,
,,2009 - 2010,10.06
,,2010 - 2011,
,,2011 - 2012,11.41
,,2012 - 2013,11.36
,,2013 - 2014,13.45
,,2014 - 2015,9.78
,,2015 - 2016,9.62
,,2016 - 2017,9.5
,,2017 - 2018,11.06
,,2018 - 2019,16.71
,,2019 - 2020,13.1
,,2020 - 2021,11.43
,,2021 - 2022,16.54
,,2022 - 2023,15.33
,Sonbhadra,2002 - 2003,11.14
,,2003 - 2004,9.88
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,11.67
,,2007 - 2008,13.5
,,2008 - 2009,
,,2009 - 2010,13.89
,,2010 - 2011,
,,2011 - 2012,10.82
,,2012 - 2013,10.89
,,2013 - 2014,13.46
,,2014 - 2015,15.12
,,2015 - 2016,13.58
,,2016 - 2017,13.53
,,2017 - 2018,14.38
,,2018 - 2019,
,,2019 - 2020,16.37
,,2020 - 2021,16.42
,,2021 - 2022,16.02
,,2022 - 2023,16.75
,Sultanpur,2002 - 2003,11.18
,,2003 - 2004,10.18
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,11.64
,,2007 - 2008,19.15
,,2008 - 2009,
,,2009 - 2010,14.05
,,2010 - 2011,
,,2011 - 2012,6.23
,,2012 - 2013,8.21
,,2013 - 2014,11.84
,,2014 - 2015,8.68
,,2015 - 2016,14.66
,,2016 - 2017,14.95
,,2017 - 2018,14.08
,,2018 - 2019,7.25
,,2019 - 2020,8.04
,,2020 - 2021,10.98
,,2021 - 2022,15.63
,,2022 - 2023,19.68
,Unnao,2002 - 2003,11.18
,,2003 - 2004,10.18
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,11.65
,,2007 - 2008,7.96
,,2008 - 2009,
,,2009 - 2010,10.06
,,2010 - 2011,
,,2011 - 2012,11.4
,,2012 - 2013,11.36
,,2013 - 2014,13.46
,,2014 - 2015,9.77
,,2015 - 2016,9.62
,,2016 - 2017,9.5
,,2017 - 2018,11.06
,,2018 - 2019,16.71
,,2019 - 2020,13.1
,,2020 - 2021,11.43
,,2021 - 2022,16.55
,,2022 - 2023,15.33
,Varanasi,2002 - 2003,11.17
,,2003 - 2004,8.22
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,11.65
,,2007 - 2008,12.15
,,2008 - 2009,
,,2009 - 2010,19.44
,,2010 - 2011,
,,2011 - 2012,16.28
,,2012 - 2013,13.97
,,2013 - 2014,14.25
,,2014 - 2015,14.09
,,2015 - 2016,16.24
,,2016 - 2017,13.09
,,2017 - 2018,14.74
,,2018 - 2019,12.58
,,2019 - 2020,18.78
,,2020 - 2021,20.15
,,2021 - 2022,16.53
,,2022 - 2023,19.66
Uttarakhand,Almora,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Bageshwar,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Chamoli,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Champawat,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Dehradun,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Haridwar,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Nainital,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Pauri garhwal,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Pithoragarh,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Rudra prayag,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Tehri garhwal,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Udam singh nagar,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,11.18
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Uttar kashi,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
