state,district,year,rice_summer_yield_tonne_per_hectare
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Dumka,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,East singhbum,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Garhwa,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Giridih,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Godda,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Gumla,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Hazaribagh,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Jamtara,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Khunti,2008 - 2009,
,,2009 - 2010,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Koderma,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Latehar,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Lohardaga,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Pakur,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Palamu,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Ramgarh,2008 - 2009,
,,2009 - 2010,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Ranchi,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Sahebganj,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Saraikela kharsawan,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Simdega,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,West singhbhum,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
Karnataka,Bagalkot,2000 - 2001,
,,2001 - 2002,1.46
,,2002 - 2003,1.07
,,2003 - 2004,3.5
,,2004 - 2005,
,,2005 - 2006,3.11
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,3.22
,,2011 - 2012,3.33
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2018 - 2019,
,,2019 - 2020,3.04
,,2020 - 2021,2.93
,,2021 - 2022,3.0
,,2022 - 2023,
,Bangalore rural,2000 - 2001,2.68
,,2001 - 2002,2.57
,,2002 - 2003,2.77
,,2003 - 2004,3.99
,,2004 - 2005,4.47
,,2005 - 2006,3.11
,,2006 - 2007,0.77
,,2007 - 2008,3.05
,,2008 - 2009,3.02
,,2009 - 2010,3.06
,,2010 - 2011,3.23
,,2011 - 2012,3.41
,,2012 - 2013,3.15
,,2013 - 2014,3.38
,,2014 - 2015,3.06
,,2015 - 2016,2.97
,,2016 - 2017,2.88
,,2017 - 2018,3.13
,,2018 - 2019,3.2
,,2019 - 2020,3.03
,,2020 - 2021,2.94
,,2021 - 2022,3.13
,,2022 - 2023,3.27
,Belgaum,2000 - 2001,
,,2001 - 2002,2.56
,,2002 - 2003,2.68
,,2003 - 2004,3.87
,,2004 - 2005,4.44
,,2005 - 2006,3.08
,,2006 - 2007,2.88
,,2007 - 2008,3.0
,,2008 - 2009,3.02
,,2009 - 2010,3.06
,,2010 - 2011,3.23
,,2011 - 2012,3.4
,,2012 - 2013,3.17
,,2013 - 2014,3.38
,,2014 - 2015,
,,2015 - 2016,3.0
,,2016 - 2017,2.89
,,2017 - 2018,3.13
,,2018 - 2019,3.2
,,2019 - 2020,3.04
,,2020 - 2021,2.93
,,2021 - 2022,3.07
,,2022 - 2023,3.26
,Bellary,2000 - 2001,3.21
,,2001 - 2002,2.68
,,2002 - 2003,2.51
,,2003 - 2004,4.66
,,2004 - 2005,4.7
,,2005 - 2006,3.42
,,2006 - 2007,3.53
,,2007 - 2008,3.22
,,2008 - 2009,3.52
,,2009 - 2010,3.32
,,2010 - 2011,3.5
,,2011 - 2012,3.58
,,2012 - 2013,3.16
,,2013 - 2014,3.7
,,2014 - 2015,2.96
,,2015 - 2016,3.2
,,2016 - 2017,2.76
,,2017 - 2018,3.41
,,2018 - 2019,3.65
,,2019 - 2020,3.86
,,2020 - 2021,3.48
,,2021 - 2022,3.55
,,2022 - 2023,3.87
,Bengaluru urban,2000 - 2001,2.68
,,2001 - 2002,2.05
,,2002 - 2003,2.77
,,2003 - 2004,4.98
,,2004 - 2005,4.47
,,2005 - 2006,3.11
,,2006 - 2007,3.13
,,2007 - 2008,3.18
,,2008 - 2009,3.88
,,2009 - 2010,3.72
,,2010 - 2011,3.23
,,2011 - 2012,3.89
,,2012 - 2013,3.59
,,2013 - 2014,3.69
,,2014 - 2015,4.14
,,2015 - 2016,3.64
,,2016 - 2017,3.6
,,2017 - 2018,3.11
,,2018 - 2019,3.21
,,2019 - 2020,3.03
,,2020 - 2021,2.88
,,2021 - 2022,3.05
,,2022 - 2023,
,Bidar,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,3.04
,,2020 - 2021,2.93
,,2021 - 2022,3.07
,,2022 - 2023,
,Bijapur,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,3.04
,,2020 - 2021,2.94
,,2021 - 2022,3.12
,,2022 - 2023,
,Chamarajanagar,2000 - 2001,2.53
,,2001 - 2002,2.9
,,2002 - 2003,1.7
,,2003 - 2004,3.63
,,2004 - 2005,4.47
,,2005 - 2006,2.66
,,2006 - 2007,2.27
,,2007 - 2008,2.42
,,2008 - 2009,3.05
,,2009 - 2010,3.49
,,2010 - 2011,3.12
,,2011 - 2012,3.07
,,2012 - 2013,4.69
,,2013 - 2014,3.5
,,2014 - 2015,3.48
,,2015 - 2016,3.53
,,2016 - 2017,4.35
,,2017 - 2018,3.53
,,2018 - 2019,3.02
,,2019 - 2020,3.27
,,2020 - 2021,3.15
,,2021 - 2022,2.33
,,2022 - 2023,2.5
,Chikballapur,2007 - 2008,3.03
,,2008 - 2009,3.13
,,2009 - 2010,2.52
,,2010 - 2011,2.67
,,2011 - 2012,3.39
,,2012 - 2013,3.17
,,2013 - 2014,2.89
,,2014 - 2015,1.8
,,2015 - 2016,2.33
,,2016 - 2017,2.86
,,2017 - 2018,4.11
,,2018 - 2019,3.0
,,2019 - 2020,3.04
,,2020 - 2021,2.59
,,2021 - 2022,2.97
,,2022 - 2023,3.27
,Chikmagalur,2000 - 2001,2.36
,,2001 - 2002,2.9
,,2002 - 2003,2.83
,,2003 - 2004,3.63
,,2004 - 2005,4.47
,,2005 - 2006,2.71
,,2006 - 2007,2.7
,,2007 - 2008,2.61
,,2008 - 2009,2.39
,,2009 - 2010,2.28
,,2010 - 2011,2.22
,,2011 - 2012,2.57
,,2012 - 2013,2.69
,,2013 - 2014,2.42
,,2014 - 2015,2.74
,,2015 - 2016,2.56
,,2016 - 2017,3.32
,,2017 - 2018,2.49
,,2018 - 2019,3.52
,,2019 - 2020,3.09
,,2020 - 2021,2.73
,,2021 - 2022,3.17
,,2022 - 2023,2.76
,Chitradurga,2000 - 2001,2.5
,,2001 - 2002,2.22
,,2002 - 2003,2.31
,,2003 - 2004,2.88
,,2004 - 2005,3.22
,,2005 - 2006,2.96
,,2006 - 2007,2.57
,,2007 - 2008,2.5
,,2008 - 2009,2.1
,,2009 - 2010,2.14
,,2010 - 2011,2.3
,,2011 - 2012,2.0
,,2012 - 2013,2.07
,,2013 - 2014,2.14
,,2014 - 2015,1.93
,,2015 - 2016,2.15
,,2016 - 2017,2.17
,,2017 - 2018,1.92
,,2018 - 2019,1.97
,,2019 - 2020,1.78
,,2020 - 2021,1.76
,,2021 - 2022,1.85
,,2022 - 2023,1.98
,Dakshin kannad,2000 - 2001,2.11
,,2001 - 2002,2.29
,,2002 - 2003,2.05
,,2003 - 2004,3.63
,,2004 - 2005,3.23
,,2005 - 2006,1.95
,,2006 - 2007,2.28
,,2007 - 2008,2.28
,,2008 - 2009,2.24
,,2009 - 2010,2.15
,,2010 - 2011,2.3
,,2011 - 2012,2.49
,,2012 - 2013,2.59
,,2013 - 2014,2.73
,,2014 - 2015,2.07
,,2015 - 2016,2.15
,,2016 - 2017,3.45
,,2017 - 2018,2.92
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,2.94
,,2021 - 2022,3.0
,,2022 - 2023,3.22
,Davangere,2000 - 2001,3.65
,,2001 - 2002,3.11
,,2002 - 2003,2.63
,,2003 - 2004,4.98
,,2004 - 2005,4.68
,,2005 - 2006,3.85
,,2006 - 2007,3.53
,,2007 - 2008,3.64
,,2008 - 2009,3.58
,,2009 - 2010,3.43
,,2010 - 2011,3.92
,,2011 - 2012,4.02
,,2012 - 2013,3.37
,,2013 - 2014,3.8
,,2014 - 2015,3.86
,,2015 - 2016,3.48
,,2016 - 2017,3.49
,,2017 - 2018,3.92
,,2018 - 2019,3.64
,,2019 - 2020,3.29
,,2020 - 2021,3.3
,,2021 - 2022,3.35
,,2022 - 2023,3.78
,Dharwad,2000 - 2001,3.06
,,2001 - 2002,2.68
,,2002 - 2003,2.49
,,2003 - 2004,3.88
,,2004 - 2005,4.45
,,2005 - 2006,3.1
,,2006 - 2007,2.86
,,2007 - 2008,3.05
,,2008 - 2009,3.02
,,2009 - 2010,3.05
,,2010 - 2011,3.23
,,2011 - 2012,3.4
,,2012 - 2013,3.18
,,2013 - 2014,3.38
,,2014 - 2015,3.06
,,2015 - 2016,3.0
,,2016 - 2017,3.0
,,2017 - 2018,3.2
,,2018 - 2019,3.25
,,2019 - 2020,3.03
,,2020 - 2021,2.93
,,2021 - 2022,3.12
,,2022 - 2023,3.25
,Gadag,2000 - 2001,2.53
,,2001 - 2002,2.4
,,2002 - 2003,1.85
,,2003 - 2004,3.61
,,2004 - 2005,4.04
,,2005 - 2006,4.05
,,2006 - 2007,1.54
,,2007 - 2008,2.37
,,2008 - 2009,1.13
,,2009 - 2010,2.67
,,2010 - 2011,3.16
,,2011 - 2012,2.29
,,2012 - 2013,2.42
,,2013 - 2014,2.66
,,2014 - 2015,3.41
,,2015 - 2016,3.32
,,2016 - 2017,1.28
,,2017 - 2018,2.79
,,2018 - 2019,2.47
,,2019 - 2020,1.96
,,2020 - 2021,2.81
,,2021 - 2022,2.22
,,2022 - 2023,2.05
,Gulbarga,2000 - 2001,2.36
,,2001 - 2002,1.81
,,2002 - 2003,2.34
,,2003 - 2004,3.65
,,2004 - 2005,4.34
,,2005 - 2006,3.09
,,2006 - 2007,2.17
,,2007 - 2008,2.17
,,2008 - 2009,2.14
,,2009 - 2010,2.25
,,2010 - 2011,3.23
,,2011 - 2012,1.72
,,2012 - 2013,1.5
,,2013 - 2014,2.04
,,2014 - 2015,1.21
,,2015 - 2016,2.97
,,2016 - 2017,3.9
,,2017 - 2018,2.46
,,2018 - 2019,3.21
,,2019 - 2020,2.58
,,2020 - 2021,2.37
,,2021 - 2022,3.35
,,2022 - 2023,3.04
,Hassan,2000 - 2001,2.89
,,2001 - 2002,2.29
,,2002 - 2003,2.51
,,2003 - 2004,4.35
,,2004 - 2005,3.73
,,2005 - 2006,2.24
,,2006 - 2007,2.86
,,2007 - 2008,2.37
,,2008 - 2009,2.66
,,2009 - 2010,2.74
,,2010 - 2011,2.58
,,2011 - 2012,2.49
,,2012 - 2013,2.52
,,2013 - 2014,3.45
,,2014 - 2015,2.72
,,2015 - 2016,2.46
,,2016 - 2017,2.8
,,2017 - 2018,4.15
,,2018 - 2019,2.83
,,2019 - 2020,2.9
,,2020 - 2021,3.37
,,2021 - 2022,2.27
,,2022 - 2023,2.78
,Haveri,2000 - 2001,2.56
,,2001 - 2002,1.98
,,2002 - 2003,1.7
,,2003 - 2004,3.67
,,2004 - 2005,4.47
,,2005 - 2006,3.17
,,2006 - 2007,3.38
,,2007 - 2008,3.0
,,2008 - 2009,3.21
,,2009 - 2010,2.09
,,2010 - 2011,3.01
,,2011 - 2012,3.32
,,2012 - 2013,2.03
,,2013 - 2014,2.89
,,2014 - 2015,3.08
,,2015 - 2016,2.46
,,2016 - 2017,2.02
,,2017 - 2018,2.51
,,2018 - 2019,2.13
,,2019 - 2020,2.06
,,2020 - 2021,2.35
,,2021 - 2022,3.08
,,2022 - 2023,1.69
,Kodagu,2000 - 2001,2.85
,,2001 - 2002,2.52
,,2002 - 2003,2.51
,,2003 - 2004,3.84
,,2004 - 2005,4.32
,,2005 - 2006,2.15
,,2006 - 2007,2.3
,,2007 - 2008,2.77
,,2008 - 2009,2.52
,,2009 - 2010,2.65
,,2010 - 2011,2.85
,,2011 - 2012,3.06
,,2012 - 2013,1.84
,,2013 - 2014,3.33
,,2014 - 2015,2.63
,,2015 - 2016,2.98
,,2016 - 2017,1.91
,,2017 - 2018,3.17
,,2018 - 2019,3.17
,,2019 - 2020,3.07
,,2020 - 2021,3.0
,,2021 - 2022,2.0
,,2022 - 2023,3.17
,Kolar,2000 - 2001,2.88
,,2001 - 2002,2.05
,,2002 - 2003,1.58
,,2003 - 2004,2.63
,,2004 - 2005,4.47
,,2005 - 2006,4.41
,,2006 - 2007,2.7
,,2007 - 2008,3.01
,,2008 - 2009,2.14
,,2009 - 2010,1.98
,,2010 - 2011,1.67
,,2011 - 2012,3.4
,,2012 - 2013,2.35
,,2013 - 2014,3.38
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,3.01
,,2018 - 2019,
,,2019 - 2020,3.03
,,2020 - 2021,3.18
,,2021 - 2022,3.7
,,2022 - 2023,3.31
,Koppal,2000 - 2001,3.55
,,2001 - 2002,3.16
,,2002 - 2003,3.27
,,2003 - 2004,4.55
,,2004 - 2005,5.17
,,2005 - 2006,3.64
,,2006 - 2007,2.71
,,2007 - 2008,3.71
,,2008 - 2009,3.29
,,2009 - 2010,3.54
,,2010 - 2011,4.15
,,2011 - 2012,3.43
,,2012 - 2013,3.71
,,2013 - 2014,3.57
,,2014 - 2015,2.67
,,2015 - 2016,3.14
,,2016 - 2017,1.72
,,2017 - 2018,3.38
,,2018 - 2019,2.26
,,2019 - 2020,2.59
,,2020 - 2021,3.59
,,2021 - 2022,3.29
,,2022 - 2023,3.12
,Mandya,2000 - 2001,3.21
,,2001 - 2002,2.57
,,2002 - 2003,2.57
,,2003 - 2004,4.22
,,2004 - 2005,4.83
,,2005 - 2006,3.33
,,2006 - 2007,3.01
,,2007 - 2008,3.1
,,2008 - 2009,3.22
,,2009 - 2010,3.44
,,2010 - 2011,3.59
,,2011 - 2012,3.13
,,2012 - 2013,3.22
,,2013 - 2014,3.44
,,2014 - 2015,3.61
,,2015 - 2016,3.34
,,2016 - 2017,3.43
,,2017 - 2018,3.06
,,2018 - 2019,3.27
,,2019 - 2020,3.12
,,2020 - 2021,3.23
,,2021 - 2022,3.09
,,2022 - 2023,3.14
,Mysore,2000 - 2001,2.85
,,2001 - 2002,2.74
,,2002 - 2003,2.56
,,2003 - 2004,3.85
,,2004 - 2005,4.39
,,2005 - 2006,3.03
,,2006 - 2007,3.06
,,2007 - 2008,3.19
,,2008 - 2009,2.85
,,2009 - 2010,3.03
,,2010 - 2011,3.03
,,2011 - 2012,3.42
,,2012 - 2013,3.01
,,2013 - 2014,3.68
,,2014 - 2015,3.42
,,2015 - 2016,3.25
,,2016 - 2017,3.59
,,2017 - 2018,3.08
,,2018 - 2019,3.09
,,2019 - 2020,2.69
,,2020 - 2021,2.97
,,2021 - 2022,2.88
,,2022 - 2023,2.91
,Raichur,2000 - 2001,2.93
,,2001 - 2002,2.46
,,2002 - 2003,2.25
,,2003 - 2004,3.01
,,2004 - 2005,3.03
,,2005 - 2006,2.0
,,2006 - 2007,2.32
,,2007 - 2008,2.75
,,2008 - 2009,2.67
,,2009 - 2010,2.99
,,2010 - 2011,2.85
,,2011 - 2012,2.91
,,2012 - 2013,3.07
,,2013 - 2014,3.18
,,2014 - 2015,2.66
,,2015 - 2016,2.01
,,2016 - 2017,2.79
,,2017 - 2018,2.39
,,2018 - 2019,2.29
,,2019 - 2020,2.99
,,2020 - 2021,2.56
,,2021 - 2022,3.17
,,2022 - 2023,3.21
,Ramanagara,2007 - 2008,3.12
,,2008 - 2009,3.14
,,2009 - 2010,3.15
,,2010 - 2011,2.96
,,2011 - 2012,1.72
,,2012 - 2013,2.06
,,2013 - 2014,1.85
,,2014 - 2015,3.12
,,2015 - 2016,2.22
,,2016 - 2017,2.22
,,2017 - 2018,3.84
,,2018 - 2019,1.99
,,2019 - 2020,1.92
,,2020 - 2021,1.5
,,2021 - 2022,2.73
,,2022 - 2023,2.96
,Shimoga,2000 - 2001,2.9
,,2001 - 2002,2.78
,,2002 - 2003,2.55
,,2003 - 2004,3.86
,,2004 - 2005,4.57
,,2005 - 2006,3.31
,,2006 - 2007,3.11
,,2007 - 2008,2.95
,,2008 - 2009,3.2
,,2009 - 2010,3.0
,,2010 - 2011,3.46
,,2011 - 2012,3.42
,,2012 - 2013,3.21
,,2013 - 2014,3.31
,,2014 - 2015,3.45
,,2015 - 2016,3.04
,,2016 - 2017,3.0
,,2017 - 2018,3.19
,,2018 - 2019,2.98
,,2019 - 2020,2.9
,,2020 - 2021,2.87
,,2021 - 2022,2.8
,,2022 - 2023,2.85
,Tumkur,2000 - 2001,2.49
,,2001 - 2002,2.94
,,2002 - 2003,3.2
,,2003 - 2004,4.43
,,2004 - 2005,4.39
,,2005 - 2006,3.2
,,2006 - 2007,3.59
,,2007 - 2008,2.86
,,2008 - 2009,2.95
,,2009 - 2010,2.74
,,2010 - 2011,3.01
,,2011 - 2012,3.34
,,2012 - 2013,2.72
,,2013 - 2014,3.15
,,2014 - 2015,2.25
,,2015 - 2016,2.86
,,2016 - 2017,2.29
,,2017 - 2018,2.61
,,2018 - 2019,3.89
,,2019 - 2020,3.38
,,2020 - 2021,3.21
,,2021 - 2022,2.94
,,2022 - 2023,2.33
,Udupi,2000 - 2001,2.01
,,2001 - 2002,1.93
,,2002 - 2003,2.42
,,2003 - 2004,3.9
,,2004 - 2005,4.47
,,2005 - 2006,2.32
,,2006 - 2007,2.53
,,2007 - 2008,2.42
,,2008 - 2009,2.18
,,2009 - 2010,2.21
,,2010 - 2011,2.42
,,2011 - 2012,2.24
,,2012 - 2013,2.3
,,2013 - 2014,2.65
,,2014 - 2015,2.98
,,2015 - 2016,2.27
,,2016 - 2017,3.03
,,2017 - 2018,3.13
,,2018 - 2019,3.2
,,2019 - 2020,3.04
,,2020 - 2021,2.93
,,2021 - 2022,3.11
,,2022 - 2023,3.21
,Uttar kannad,2000 - 2001,2.49
,,2001 - 2002,1.87
,,2002 - 2003,2.33
,,2003 - 2004,3.72
,,2004 - 2005,3.22
,,2005 - 2006,2.36
,,2006 - 2007,2.58
,,2007 - 2008,2.25
,,2008 - 2009,2.21
,,2009 - 2010,2.28
,,2010 - 2011,2.01
,,2011 - 2012,2.19
,,2012 - 2013,2.06
,,2013 - 2014,2.3
,,2014 - 2015,2.69
,,2015 - 2016,2.54
,,2016 - 2017,2.3
,,2017 - 2018,2.57
,,2018 - 2019,2.38
,,2019 - 2020,2.38
,,2020 - 2021,2.62
,,2021 - 2022,2.55
,,2022 - 2023,2.91
,Vijayanagar,2022 - 2023,3.25
,Yadgir,2010 - 2011,2.05
,,2011 - 2012,1.45
,,2012 - 2013,1.34
,,2013 - 2014,1.73
,,2014 - 2015,2.3
,,2015 - 2016,1.56
,,2016 - 2017,3.12
,,2017 - 2018,2.51
,,2018 - 2019,2.36
,,2019 - 2020,3.0
,,2020 - 2021,2.35
,,2021 - 2022,1.74
,,2022 - 2023,2.68
Kerala,Alappuzha,2000 - 2001,3.19
,,2001 - 2002,2.59
,,2002 - 2003,3.31
,,2003 - 2004,2.18
,,2004 - 2005,2.31
,,2005 - 2006,2.63
,,2006 - 2007,2.84
,,2007 - 2008,1.75
,,2008 - 2009,3.09
,,2009 - 2010,2.76
,,2010 - 2011,2.56
,,2011 - 2012,3.1
,,2012 - 2013,2.81
,,2013 - 2014,2.55
,,2014 - 2015,3.24
