state,district,year,maize_rabi_area_hectare,maize_rabi_production_tonne,maize_rabi_yield_tonne_per_hectare,maize_kharif_area_hectare,maize_kharif_production_tonne,maize_kharif_yield_tonne_per_hectare,maize_summer_area_hectare,maize_summer_production_tonne,maize_summer_yield_tonne_per_hectare,maize_autumn_area_hectare,maize_autumn_production_tonne,maize_autumn_yield_tonne_per_hectare,maize_winter_area_hectare,maize_winter_production_tonne,maize_winter_yield_tonne_per_hectare,maize_whole_year_area_hectare,maize_whole_year_production_tonne,maize_whole_year_yield_tonne_per_hectare
,,2014 - 2015,,,,158.0,197.0,1.25,241.0,460.0,1.91,,,,,,,,,
,,2015 - 2016,,,,102.0,135.0,1.32,380.0,725.0,1.91,,,,,,,,,
,,2016 - 2017,,,,260.0,436.0,1.68,,,,,,,,,,,,
,,2017 - 2018,281.0,646.0,2.3,40.0,62.0,1.55,22.0,51.0,2.32,,,,,,,,,
,,2018 - 2019,30.0,77.0,2.57,550.0,974.0,1.77,72.0,167.0,2.32,,,,,,,,,
,,2019 - 2020,,,,33.0,49.0,1.48,219.0,482.0,2.2,,,,,,,,,
,,2020 - 2021,,,,12.0,18.0,1.5,166.0,374.0,2.25,,,,,,,,,
,,2021 - 2022,,,,24.0,47.0,1.96,,,,,,,,,,,,
,Sabar kantha,2000 - 2001,,,,,,0.86,,,,,,,,,,,,
,,2001 - 2002,,,,,,2.15,,,,,,,,,,,,
,,2002 - 2003,,,,,,1.26,,,,,,,,,,,,
,,2003 - 2004,,,,,,1.82,,,,,,,,,,,,
,,2004 - 2005,,,,,,1.13,,,,,,,,,,,,
,,2005 - 2006,,,,,,1.96,,,,,,,,,,,,
,,2006 - 2007,,,,,,0.59,,,,,,,,,,,,
,,2007 - 2008,,,,,,1.45,,,,,,,,,,,,
,,2008 - 2009,,,,,,1.45,,,,,,,,,,,,
,,2009 - 2010,,,,,,1.03,,,,,,,,,,,,
,,2010 - 2011,,,,,,1.61,,,1.99,,,,,,,,,
,,2011 - 2012,,,1.84,,,1.46,,,2.21,,,,,,,,,
,,2012 - 2013,,,1.43,,,1.46,,,1.46,,,,,,,,,
,,2013 - 2014,,,2.66,,,1.16,,,1.98,,,,,,,,,
,,2014 - 2015,525.0,993.0,1.89,,,1.71,,,1.97,,,,,,,,,
,,2015 - 2016,,,,,,1.85,,,2.38,,,,,,,,,
,,2016 - 2017,,,,,,1.62,,,2.17,,,,,,,,,
,,2017 - 2018,,,9.5,,,1.79,,,2.17,,,,,,,,,
,,2018 - 2019,,,6.0,,,1.76,928.0,,2.1,,,,,,,,,
,,2019 - 2020,,,5.8,,,1.6,,,3.5,,,,,,,,,
,,2020 - 2021,,,2.29,,,2.35,922.0,,3.0,,,,,,,,,
,,2021 - 2022,,,2.53,,,2.97,717.0,,2.83,,,,,,,,,
,,2022 - 2023,,,2.75,,,2.32,,,4.0,,,,,,,,,
,Surat,2000 - 2001,,,,800.0,600.0,0.75,,,,,,,,,,,,
,,2001 - 2002,,,,,,2.0,,,,,,,,,,,,
,,2002 - 2003,,,,,,1.75,,,,,,,,,,,,
,,2003 - 2004,,,,,,1.74,,,,,,,,,,,,
,,2004 - 2005,,,,,,0.95,,,,,,,,,,,,
,,2005 - 2006,,,,,,1.55,,,,,,,,,,,,
,,2006 - 2007,,,,,600.0,0.3,,,,,,,,,,,,
,,2007 - 2008,,,,,,1.37,,,,,,,,,,,,
,,2008 - 2009,,,,,,1.36,,,,,,,,,,,,
,,2009 - 2010,,,,800.0,800.0,1.0,,,,,,,,,,,,
,,2010 - 2011,,,,900.0,,1.78,900.0,,1.89,,,,,,,,,
,,2011 - 2012,,,1.7,,,1.4,,,0.0,,,,,,,,,
,,2012 - 2013,,,,,,1.71,,,,,,,,,,,,
,,2013 - 2014,320.0,816.0,2.55,567.0,718.0,1.27,401.0,538.0,1.34,,,,,,,,,
,,2014 - 2015,326.0,621.0,1.9,317.0,466.0,1.47,205.0,79.0,0.39,,,,,,,,,
,,2015 - 2016,380.0,780.0,2.05,555.0,804.0,1.45,475.0,410.0,0.86,,,,,,,,,
,,2016 - 2017,226.0,356.0,1.58,,,1.61,454.0,566.0,1.25,,,,,,,,,
,,2017 - 2018,358.0,570.0,1.59,997.0,,1.55,244.0,227.0,0.93,,,,,,,,,
,,2018 - 2019,312.0,590.0,1.89,936.0,,1.77,199.0,185.0,0.93,,,,,,,,,
,,2019 - 2020,483.0,761.0,1.58,800.0,,1.8,279.0,307.0,1.1,,,,,,,,,
,,2020 - 2021,567.0,,2.27,,,1.56,394.0,433.0,1.1,,,,,,,,,
,,2021 - 2022,807.0,,2.53,,,1.69,550.0,,2.08,,,,,,,,,
,,2022 - 2023,890.0,,2.75,,,2.35,472.0,,2.15,,,,,,,,,
,Surendranagar,2004 - 2005,,,,200.0,200.0,1.0,,,,,,,,,,,,
,,2013 - 2014,,,,,,,60.0,114.0,1.9,,,,,,,,,
,,2014 - 2015,765.0,,1.93,15.0,19.0,1.27,,,,,,,,,,,,
,,2017 - 2018,,,,5.0,8.0,1.6,,,,,,,,,,,,
,,2019 - 2020,30.0,75.0,2.5,,,,,,,,,,,,,,,
,Tapi,2008 - 2009,,,,,,1.38,,,,,,,,,,,,
,,2009 - 2010,,,,,,1.0,,,,,,,,,,,,
,,2010 - 2011,,,,,,1.6,300.0,600.0,2.0,,,,,,,,,
,,2011 - 2012,600.0,900.0,1.5,600.0,900.0,1.5,,,,,,,,,,,,
,,2012 - 2013,,,,900.0,,1.56,,,,,,,,,,,,
,,2013 - 2014,131.0,295.0,2.25,,,1.27,,,,,,,,,,,,
,,2014 - 2015,84.0,137.0,1.63,,,1.93,,,,,,,,,,,,
,,2015 - 2016,539.0,966.0,1.79,769.0,,2.64,,,,,,,,,,,,
,,2016 - 2017,877.0,,1.35,,,3.25,90.0,183.0,2.03,,,,,,,,,
,,2017 - 2018,480.0,648.0,1.35,,,3.73,28.0,57.0,2.04,,,,,,,,,
,,2018 - 2019,407.0,794.0,1.95,,,3.01,173.0,352.0,2.03,,,,,,,,,
,,2019 - 2020,912.0,,1.63,,,2.97,805.0,966.0,1.2,,,,,,,,,
,,2020 - 2021,553.0,,2.27,,,3.15,900.0,,1.2,,,,,,,,,
,,2021 - 2022,660.0,,2.53,,,2.78,784.0,,2.26,,,,,,,,,
,,2022 - 2023,570.0,,2.75,,,1.99,,,4.05,,,,,,,,,
,Vadodara,2000 - 2001,,,,,,0.93,,,,,,,,,,,,
,,2001 - 2002,,,,,,1.92,,,,,,,,,,,,
,,2002 - 2003,,,,,,1.67,,,,,,,,,,,,
,,2003 - 2004,,,,,,1.63,,,,,,,,,,,,
,,2004 - 2005,,,,,,1.12,,,,,,,,,,,,
,,2005 - 2006,,,,,,1.44,,,,,,,,,,,,
,,2006 - 2007,,,,,,0.95,,,,,,,,,,,,
,,2007 - 2008,,,,,,1.77,,,,,,,,,,,,
,,2008 - 2009,,,,,,2.09,,,,,,,,,,,,
,,2009 - 2010,,,,,,1.47,,,,,,,,,,,,
,,2010 - 2011,,,2.06,,,1.97,,,1.99,,,,,,,,,
,,2011 - 2012,,,2.2,,,1.94,,,2.2,,,,,,,,,
,,2012 - 2013,,,2.55,,,1.96,,,,,,,,,,,,
,,2013 - 2014,,,2.2,,,1.99,638.0,,2.09,,,,,,,,,
,,2014 - 2015,,,2.32,,,1.61,30.0,66.0,2.2,,,,,,,,,
,,2015 - 2016,,,2.58,,,1.47,,,,,,,,,,,,
,,2016 - 2017,,,2.03,760.0,,1.97,677.0,,2.03,,,,,,,,,
,,2017 - 2018,,,1.42,449.0,696.0,1.55,328.0,509.0,1.55,,,,,,,,,
,,2018 - 2019,,,2.26,645.0,,1.77,216.0,335.0,1.55,,,,,,,,,
,,2019 - 2020,,,1.9,349.0,523.0,1.5,389.0,706.0,1.81,,,,,,,,,
,,2020 - 2021,,,2.71,589.0,896.0,1.52,99.0,155.0,1.57,,,,,,,,,
,,2021 - 2022,,,3.17,162.0,316.0,1.95,108.0,199.0,1.84,,,,,,,,,
,,2022 - 2023,,,2.63,56.0,107.0,1.91,872.0,,1.61,,,,,,,,,
,Valsad,2013 - 2014,35.0,68.0,1.94,3.0,4.0,1.33,,,,,,,,,,,,
,,2014 - 2015,10.0,19.0,1.9,3.0,4.0,1.33,,,,,,,,,,,,
,,2015 - 2016,7.0,14.0,2.0,13.0,17.0,1.31,,,,,,,,,,,,
,,2017 - 2018,15.0,24.0,1.6,,,,,,,,,,,,,,,
,,2018 - 2019,2.0,5.0,2.5,,,,,,,,,,,,,,,
Haryana,Ambala,2000 - 2001,,,,,,2.29,,,,,,,,,,,,
,,2001 - 2002,,,,,,2.92,,,,,,,,,,,,
,,2002 - 2003,,,,,,1.84,,,,,,,,,,,,
,,2003 - 2004,,,,,,2.27,,,,,,,,,,,,
,,2004 - 2005,,,,,,2.32,,,,,,,,,,,,
,,2005 - 2006,,,,,,2.21,,,,,,,,,,,,
,,2006 - 2007,,,,,,2.8,,,,,,,,,,,,
,,2007 - 2008,,,,,,3.11,,,,,,,,,,,,
,,2008 - 2009,,,,,,2.66,,,,,,,,,,,,
,,2009 - 2010,,,,,,2.54,,,,,,,,,,,,
,,2010 - 2011,,,,,,1.32,,,,,,,,,,,,
,,2011 - 2012,,,,,,2.73,,,,,,,,,,,,
,,2012 - 2013,,,,801.0,,3.75,,,,,,,,,,,,
,,2013 - 2014,,,,,,4.0,,,,,,,,,,,,
,,2015 - 2016,,,,300.0,700.0,2.33,,,,,,,,,,,,
,,2016 - 2017,,,,300.0,700.0,2.33,,,,,,,,,,,,
,,2018 - 2019,,,,100.0,500.0,5.0,,,,,,,,,,,,
,,2019 - 2020,,,,360.0,,4.75,,,,,,,,,,,,
,,2020 - 2021,,,,590.0,,3.59,,,,,,,,,,,,
,,2021 - 2022,,,,218.0,860.0,3.94,,,,,,,,,,,,
,,2022 - 2023,,,,110.0,380.0,3.45,,,,,,,,,,,,
,Bhiwani,2000 - 2001,,,,27.0,0.0,0.0,,,,,,,,,,,,
,,2001 - 2002,,,,32.0,0.0,0.0,,,,,,,,,,,,
,,2002 - 2003,,,,42.0,0.0,0.0,,,,,,,,,,,,
,,2003 - 2004,,,,91.0,0.0,0.0,,,,,,,,,,,,
,,2004 - 2005,,,,41.0,,0.0,,,,,,,,,,,,
,,2005 - 2006,,,,74.0,,0.0,,,,,,,,,,,,
,,2006 - 2007,,,,56.0,,0.0,,,,,,,,,,,,
,,2007 - 2008,,,,49.0,,0.0,,,,,,,,,,,,
,,2008 - 2009,,,,25.0,,0.0,,,,,,,,,,,,
,,2009 - 2010,,,,52.0,,0.0,,,,,,,,,,,,
,,2010 - 2011,,,,35.0,,0.0,,,,,,,,,,,,
,,2011 - 2012,,,,35.0,,0.0,,,,,,,,,,,,
,,2012 - 2013,,,,74.0,,0.0,,,,,,,,,,,,
,,2017 - 2018,,,,100.0,200.0,2.0,,,,,,,,,,,,
,,2019 - 2020,,,,60.0,170.0,2.83,,,,,,,,,,,,
,,2020 - 2021,,,,10.0,20.0,2.0,,,,,,,,,,,,
,,2021 - 2022,,,,5.0,20.0,4.0,,,,,,,,,,,,
,Charki dadri,2019 - 2020,,,,20.0,60.0,3.0,,,,,,,,,,,,
,,2020 - 2021,,,,30.0,20.0,0.67,,,,,,,,,,,,
,,2021 - 2022,,,,1.0,0.0,0.0,,,,,,,,,,,,
,Faridabad,2000 - 2001,,,,764.0,,2.62,,,,,,,,,,,,
,,2001 - 2002,,,,931.0,,3.22,,,,,,,,,,,,
,,2002 - 2003,,,,797.0,,2.51,,,,,,,,,,,,
,,2003 - 2004,,,,202.0,0.0,0.0,,,,,,,,,,,,
,,2004 - 2005,,,,245.0,,0.0,,,,,,,,,,,,
,,2005 - 2006,,,,47.0,,0.0,,,,,,,,,,,,
,,2006 - 2007,,,,89.0,,0.0,,,,,,,,,,,,
,,2007 - 2008,,,,67.0,,0.0,,,,,,,,,,,,
,,2008 - 2009,,,,16.0,,0.0,,,,,,,,,,,,
,,2010 - 2011,,,,3.0,,0.0,,,,,,,,,,,,
,,2011 - 2012,,,,49.0,,0.0,,,,,,,,,,,,
,,2019 - 2020,,,,20.0,60.0,3.0,,,,,,,,,,,,
,,2020 - 2021,,,,80.0,240.0,3.0,,,,,,,,,,,,
,,2021 - 2022,,,,30.0,90.0,3.0,,,,,,,,,,,,
,,2022 - 2023,,,,20.0,70.0,3.5,,,,,,,,,,,,
,Fatehabad,2000 - 2001,,,,94.0,0.0,0.0,,,,,,,,,,,,
,,2001 - 2002,,,,154.0,0.0,0.0,,,,,,,,,,,,
,,2002 - 2003,,,,67.0,0.0,0.0,,,,,,,,,,,,
,,2003 - 2004,,,,34.0,0.0,0.0,,,,,,,,,,,,
,,2004 - 2005,,,,22.0,,0.0,,,,,,,,,,,,
,,2005 - 2006,,,,16.0,,0.0,,,,,,,,,,,,
,,2006 - 2007,,,,7.0,,0.0,,,,,,,,,,,,
,,2008 - 2009,,,,18.0,,0.0,,,,,,,,,,,,
,,2009 - 2010,,,,18.0,,0.0,,,,,,,,,,,,
,,2010 - 2011,,,,6.0,,0.0,,,,,,,,,,,,
,,2011 - 2012,,,,9.0,,0.0,,,,,,,,,,,,
,,2012 - 2013,,,,6.0,,0.0,,,,,,,,,,,,
,,2020 - 2021,,,,90.0,250.0,2.78,,,,,,,,,,,,
,,2021 - 2022,,,,37.0,60.0,1.62,,,,,,,,,,,,
,,2022 - 2023,,,,40.0,80.0,2.0,,,,,,,,,,,,
,Gurgaon,2000 - 2001,,,,8.0,0.0,0.0,,,,,,,,,,,,
,,2001 - 2002,,,,10.0,0.0,0.0,,,,,,,,,,,,
,,2002 - 2003,,,,93.0,0.0,0.0,,,,,,,,,,,,
,,2003 - 2004,,,,16.0,0.0,0.0,,,,,,,,,,,,
,,2004 - 2005,,,,6.0,,0.0,,,,,,,,,,,,
,,2005 - 2006,,,,5.0,,0.0,,,,,,,,,,,,
,,2006 - 2007,,,,5.0,,0.0,,,,,,,,,,,,
,,2007 - 2008,,,,9.0,,0.0,,,,,,,,,,,,
,,2008 - 2009,,,,8.0,,0.0,,,,,,,,,,,,
,,2009 - 2010,,,,3.0,,0.0,,,,,,,,,,,,
,,2010 - 2011,,,,2.0,,0.0,,,,,,,,,,,,
,,2011 - 2012,,,,6.0,,0.0,,,,,,,,,,,,
,,2019 - 2020,,,,10.0,30.0,3.0,,,,,,,,,,,,
,,2020 - 2021,,,,10.0,30.0,3.0,,,,,,,,,,,,
,,2021 - 2022,,,,17.0,50.0,2.94,,,,,,,,,,,,
,,2022 - 2023,,,,10.0,30.0,3.0,,,,,,,,,,,,
,Hisar,2000 - 2001,,,,138.0,0.0,0.0,,,,,,,,,,,,
,,2001 - 2002,,,,32.0,0.0,0.0,,,,,,,,,,,,
,,2002 - 2003,,,,93.0,0.0,0.0,,,,,,,,,,,,
,,2003 - 2004,,,,59.0,0.0,0.0,,,,,,,,,,,,
,,2004 - 2005,,,,78.0,,0.0,,,,,,,,,,,,
,,2005 - 2006,,,,44.0,,0.0,,,,,,,,,,,,
,,2006 - 2007,,,,26.0,,0.0,,,,,,,,,,,,
,,2007 - 2008,,,,22.0,,0.0,,,,,,,,,,,,
,,2008 - 2009,,,,18.0,,0.0,,,,,,,,,,,,
,,2009 - 2010,,,,48.0,,0.0,,,,,,,,,,,,
,,2010 - 2011,,,,59.0,,0.0,,,,,,,,,,,,
,,2011 - 2012,,,,51.0,,0.0,,,,,,,,,,,,
,,2012 - 2013,,,,24.0,,0.0,,,,,,,,,,,,
,,2016 - 2017,,,,100.0,300.0,3.0,,,,,,,,,,,,
,,2017 - 2018,,,,100.0,200.0,2.0,,,,,,,,,,,,
,,2019 - 2020,,,,280.0,,4.57,,,,,,,,,,,,
,,2020 - 2021,,,,120.0,450.0,3.75,,,,,,,,,,,,
,,2021 - 2022,,,,23.0,90.0,3.91,,,,,,,,,,,,
,,2022 - 2023,,,,20.0,70.0,3.5,,,,,,,,,,,,
,Jhajjar,2000 - 2001,,,,25.0,0.0,0.0,,,,,,,,,,,,
,,2001 - 2002,,,,48.0,0.0,0.0,,,,,,,,,,,,
,,2002 - 2003,,,,24.0,0.0,0.0,,,,,,,,,,,,
,,2003 - 2004,,,,98.0,0.0,0.0,,,,,,,,,,,,
,,2004 - 2005,,,,72.0,,0.0,,,,,,,,,,,,
,,2005 - 2006,,,,116.0,,0.0,,,,,,,,,,,,
,,2006 - 2007,,,,125.0,,0.0,,,,,,,,,,,,
,,2007 - 2008,,,,100.0,,0.0,,,,,,,,,,,,
,,2008 - 2009,,,,30.0,,0.0,,,,,,,,,,,,
,,2009 - 2010,,,,99.0,,0.0,,,,,,,,,,,,
,,2010 - 2011,,,,38.0,,0.0,,,,,,,,,,,,
,,2011 - 2012,,,,98.0,,0.0,,,,,,,,,,,,
,,2012 - 2013,,,,190.0,,0.0,,,,,,,,,,,,
,,2015 - 2016,,,,200.0,600.0,3.0,,,,,,,,,,,,
,,2016 - 2017,,,,200.0,600.0,3.0,,,,,,,,,,,,
,,2017 - 2018,,,,200.0,200.0,1.0,,,,,,,,,,,,
,,2018 - 2019,,,,100.0,300.0,3.0,,,,,,,,,,,,
,,2019 - 2020,,,,80.0,230.0,2.88,,,,,,,,,,,,
,,2020 - 2021,,,,60.0,200.0,3.33,,,,,,,,,,,,
,,2021 - 2022,,,,125.0,390.0,3.12,,,,,,,,,,,,
,,2022 - 2023,,,,90.0,300.0,3.33,,,,,,,,,,,,
,Jind,2000 - 2001,,,,4.0,0.0,0.0,,,,,,,,,,,,
,,2001 - 2002,,,,30.0,0.0,0.0,,,,,,,,,,,,
,,2002 - 2003,,,,22.0,0.0,0.0,,,,,,,,,,,,
,,2003 - 2004,,,,477.0,,4.19,,,,,,,,,,,,
,,2005 - 2006,,,,1.0,,0.0,,,,,,,,,,,,
,,2007 - 2008,,,,3.0,,0.0,,,,,,,,,,,,
,,2019 - 2020,,,,90.0,160.0,1.78,,,,,,,,,,,,
,,2020 - 2021,,,,30.0,80.0,2.67,,,,,,,,,,,,
,,2021 - 2022,,,,9.0,30.0,3.33,,,,,,,,,,,,
,,2022 - 2023,,,,10.0,30.0,3.0,,,,,,,,,,,,
,Kaithal,2000 - 2001,,,,155.0,0.0,0.0,,,,,,,,,,,,
,,2001 - 2002,,,,235.0,0.0,0.0,,,,,,,,,,,,
,,2002 - 2003,,,,115.0,0.0,0.0,,,,,,,,,,,,
,,2003 - 2004,,,,86.0,0.0,0.0,,,,,,,,,,,,
,,2004 - 2005,,,,99.0,,0.0,,,,,,,,,,,,
,,2005 - 2006,,,,108.0,,0.0,,,,,,,,,,,,
,,2006 - 2007,,,,90.0,,0.0,,,,,,,,,,,,
,,2007 - 2008,,,,39.0,,0.0,,,,,,,,,,,,
,,2008 - 2009,,,,34.0,,0.0,,,,,,,,,,,,
,,2009 - 2010,,,,10.0,,0.0,,,,,,,,,,,,
,,2010 - 2011,,,,4.0,,0.0,,,,,,,,,,,,
,,2011 - 2012,,,,16.0,,0.0,,,,,,,,,,,,
,,2012 - 2013,,,,9.0,,0.0,,,,,,,,,,,,
,,2019 - 2020,,,,120.0,340.0,2.83,,,,,,,,,,,,
,,2020 - 2021,,,,50.0,150.0,3.0,,,,,,,,,,,,
,,2021 - 2022,,,,24.0,80.0,3.33,,,,,,,,,,,,
,,2022 - 2023,,,,20.0,70.0,3.5,,,,,,,,,,,,
,Karnal,2000 - 2001,,,,535.0,,3.74,,,,,,,,,,,,
,,2001 - 2002,,,,486.0,,6.17,,,,,,,,,,,,
,,2002 - 2003,,,,266.0,0.0,0.0,,,,,,,,,,,,
,,2003 - 2004,,,,339.0,0.0,0.0,,,,,,,,,,,,
,,2004 - 2005,,,,160.0,,0.0,,,,,,,,,,,,
,,2005 - 2006,,,,276.0,,0.0,,,,,,,,,,,,
,,2006 - 2007,,,,324.0,,0.0,,,,,,,,,,,,
,,2007 - 2008,,,,563.0,,3.55,,,,,,,,,,,,
,,2008 - 2009,,,,583.0,,2.06,,,,,,,,,,,,
,,2009 - 2010,,,,287.0,,6.97,,,,,,,,,,,,
,,2010 - 2011,,,,252.0,,0.0,,,,,,,,,,,,
,,2011 - 2012,,,,192.0,,0.0,,,,,,,,,,,,
,,2012 - 2013,,,,215.0,,0.0,,,,,,,,,,,,
,,2015 - 2016,,,,200.0,600.0,3.0,,,,,,,,,,,,
,,2016 - 2017,,,,200.0,600.0,3.0,,,,,,,,,,,,
,,2017 - 2018,,,,100.0,300.0,3.0,,,,,,,,,,,,
,,2019 - 2020,,,,120.0,340.0,2.83,,,,,,,,,,,,
,,2020 - 2021,,,,300.0,990.0,3.3,,,,,,,,,,,,
,,2021 - 2022,,,,243.0,,4.81,,,,,,,,,,,,
,,2022 - 2023,,,,210.0,700.0,3.33,,,,,,,,,,,,
,Kurukshetra,2000 - 2001,,,,251.0,0.0,0.0,,,,,,,,,,,,
,,2001 - 2002,,,,382.0,0.0,0.0,,,,,,,,,,,,
,,2002 - 2003,,,,268.0,0.0,0.0,,,,,,,,,,,,
,,2003 - 2004,,,,260.0,0.0,0.0,,,,,,,,,,,,
,,2004 - 2005,,,,208.0,,0.0,,,,,,,,,,,,
,,2005 - 2006,,,,179.0,,0.0,,,,,,,,,,,,
,,2006 - 2007,,,,124.0,,0.0,,,,,,,,,,,,
,,2007 - 2008,,,,87.0,,0.0,,,,,,,,,,,,
,,2008 - 2009,,,,72.0,200.0,2.78,,,,,,,,,,,,
,,2009 - 2010,,,,57.0,,0.0,,,,,,,,,,,,
,,2010 - 2011,,,,34.0,,0.0,,,,,,,,,,,,
,,2011 - 2012,,,,844.0,,3.55,,,,,,,,,,,,
,,2012 - 2013,,,,329.0,,0.0,,,,,,,,,,,,
,,2014 - 2015,,,,,,2.0,,,,,,,,,,,,
,,2015 - 2016,,,,,,3.1,,,,,,,,,,,,
,,2016 - 2017,,,,,,3.08,,,,,,,,,,,,
,,2017 - 2018,,,,100.0,400.0,4.0,,,,,,,,,,,,
,,2019 - 2020,,,,120.0,320.0,2.67,,,,,,,,,,,,
,,2020 - 2021,,,,,,2.49,,,,,,,,,,,,
,,2021 - 2022,,,,,,2.86,,,,,,,,,,,,
,,2022 - 2023,,,,90.0,300.0,3.33,,,,,,,,,,,,
,Mahendragarh,2000 - 2001,,,,1.0,0.0,0.0,,,,,,,,,,,,
,,2002 - 2003,,,,5.0,0.0,0.0,,,,,,,,,,,,
,,2005 - 2006,,,,1.0,,0.0,,,,,,,,,,,,
,,2021 - 2022,,,,5.0,0.0,0.0,,,,,,,,,,,,
,Mewat,2005 - 2006,,,,3.0,,0.0,,,,,,,,,,,,
,,2009 - 2010,,,,3.0,,0.0,,,,,,,,,,,,
,,2011 - 2012,,,,9.0,,0.0,,,,,,,,,,,,
,,2019 - 2020,,,,30.0,90.0,3.0,,,,,,,,,,,,
,,2021 - 2022,,,,4.0,0.0,0.0,,,,,,,,,,,,
,Palwal,2008 - 2009,,,,52.0,200.0,3.85,,,,,,,,,,,,
,,2009 - 2010,,,,16.0,,0.0,,,,,,,,,,,,
,,2010 - 2011,,,,27.0,,0.0,,,,,,,,,,,,
,,2011 - 2012,,,,14.0,,0.0,,,,,,,,,,,,
,,2012 - 2013,,,,44.0,,0.0,,,,,,,,,,,,
,,2019 - 2020,,,,10.0,30.0,3.0,,,,,,,,,,,,
,,2020 - 2021,,,,20.0,60.0,3.0,,,,,,,,,,,,
,,2021 - 2022,,,,67.0,210.0,3.13,,,,,,,,,,,,
,Panchkula,2000 - 2001,,,,,,2.22,,,,,,,,,,,,
,,2001 - 2002,,,,,,2.56,,,,,,,,,,,,
,,2002 - 2003,,,,,,1.9,,,,,,,,,,,,
,,2003 - 2004,,,,,,2.61,,,,,,,,,,,,
,,2004 - 2005,,,,,,2.65,,,,,,,,,,,,
,,2005 - 2006,,,,,,2.05,,,,,,,,,,,,
,,2006 - 2007,,,,,,2.21,,,,,,,,,,,,
,,2007 - 2008,,,,,,2.59,,,,,,,,,,,,
,,2008 - 2009,,,,,,2.02,,,,,,,,,,,,
,,2009 - 2010,,,,,,2.1,,,,,,,,,,,,
,,2010 - 2011,,,,,,1.81,,,,,,,,,,,,
,,2011 - 2012,,,,,,2.54,,,,,,,,,,,,
,,2012 - 2013,,,,,,2.46,,,,,,,,,,,,
,,2013 - 2014,,,,,,2.8,,,,,,,,,,,,
,,2014 - 2015,,,,,,2.0,,,,,,,,,,,,
,,2015 - 2016,,,,,,3.15,,,,,,,,,,,,
,,2016 - 2017,,,,,,2.88,,,,,,,,,,,,
,,2017 - 2018,,,,,,3.16,,,,,,,,,,,,
,,2018 - 2019,,,,,,2.57,,,,,,,,,,,,
,,2019 - 2020,,,,,,2.61,,,,,,,,,,,,
,,2020 - 2021,,,,,,2.8,,,,,,,,,,,,
,,2021 - 2022,,,,,,2.96,,,,,,,,,,,,
,,2022 - 2023,,,,,,3.33,,,,,,,,,,,,
,Panipat,2000 - 2001,,,,13.0,0.0,0.0,,,,,,,,,,,,
,,2001 - 2002,,,,93.0,0.0,0.0,,,,,,,,,,,,
,,2002 - 2003,,,,4.0,0.0,0.0,,,,,,,,,,,,
,,2003 - 2004,,,,60.0,0.0,0.0,,,,,,,,,,,,
,,2004 - 2005,,,,10.0,,0.0,,,,,,,,,,,,
,,2005 - 2006,,,,45.0,,0.0,,,,,,,,,,,,
,,2006 - 2007,,,,39.0,,0.0,,,,,,,,,,,,
,,2007 - 2008,,,,38.0,,0.0,,,,,,,,,,,,
,,2008 - 2009,,,,26.0,,0.0,,,,,,,,,,,,
,,2009 - 2010,,,,15.0,,0.0,,,,,,,,,,,,
,,2010 - 2011,,,,11.0,,0.0,,,,,,,,,,,,
,,2011 - 2012,,,,9.0,,0.0,,,,,,,,,,,,
,,2012 - 2013,,,,8.0,,0.0,,,,,,,,,,,,
,,2019 - 2020,,,,20.0,60.0,3.0,,,,,,,,,,,,
,,2020 - 2021,,,,120.0,520.0,4.33,,,,,,,,,,,,
,,2021 - 2022,,,,58.0,130.0,2.24,,,,,,,,,,,,
,,2022 - 2023,,,,170.0,470.0,2.76,,,,,,,,,,,,
,Rewari,2002 - 2003,,,,1.0,0.0,0.0,,,,,,,,,,,,
,,2005 - 2006,,,,1.0,,0.0,,,,,,,,,,,,
,,2008 - 2009,,,,1.0,,0.0,,,,,,,,,,,,
,,2009 - 2010,,,,2.0,,0.0,,,,,,,,,,,,
,,2020 - 2021,,,,10.0,30.0,3.0,,,,,,,,,,,,
,,2021 - 2022,,,,32.0,100.0,3.13,,,,,,,,,,,,
,Rohtak,2000 - 2001,,,,21.0,0.0,0.0,,,,,,,,,,,,
,,2001 - 2002,,,,58.0,0.0,0.0,,,,,,,,,,,,
,,2002 - 2003,,,,32.0,0.0,0.0,,,,,,,,,,,,
,,2003 - 2004,,,,14.0,0.0,0.0,,,,,,,,,,,,
,,2004 - 2005,,,,44.0,,0.0,,,,,,,,,,,,
,,2005 - 2006,,,,81.0,,0.0,,,,,,,,,,,,
,,2006 - 2007,,,,169.0,,0.0,,,,,,,,,,,,
,,2007 - 2008,,,,34.0,,0.0,,,,,,,,,,,,
,,2008 - 2009,,,,65.0,200.0,3.08,,,,,,,,,,,,
,,2009 - 2010,,,,980.0,,2.04,,,,,,,,,,,,
,,2010 - 2011,,,,700.0,,2.86,,,,,,,,,,,,
,,2011 - 2012,,,,688.0,,4.36,,,,,,,,,,,,
,,2012 - 2013,,,,839.0,,3.58,,,,,,,,,,,,
,,2013 - 2014,,,,,,3.0,,,,,,,,,,,,
,,2014 - 2015,,,,,,2.0,,,,,,,,,,,,
,,2017 - 2018,,,,500.0,,3.2,,,,,,,,,,,,
,,2018 - 2019,,,,400.0,,2.75,,,,,,,,,,,,
,,2019 - 2020,,,,30.0,90.0,3.0,,,,,,,,,,,,
