state,district,year,rice_kharif_yield_tonne_per_hectare
,,2012 - 2013,2.05
,,2013 - 2014,2.1
,,2014 - 2015,2.07
,,2015 - 2016,2.73
,,2016 - 2017,2.28
,,2017 - 2018,2.3
,,2018 - 2019,2.32
,,2019 - 2020,2.34
,,2020 - 2021,2.34
,,2021 - 2022,1.7
,,2022 - 2023,2.41
Odisha,Anugul,2000 - 2001,
,,2001 - 2002,1.65
,,2002 - 2003,0.39
,,2003 - 2004,1.51
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Balangir,2000 - 2001,
,,2001 - 2002,1.54
,,2002 - 2003,0.3
,,2003 - 2004,1.45
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Baleshwar,2000 - 2001,
,,2001 - 2002,1.77
,,2002 - 2003,0.96
,,2003 - 2004,1.58
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Bargarh,2000 - 2001,
,,2001 - 2002,1.98
,,2002 - 2003,1.28
,,2003 - 2004,2.06
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Bhadrak,2000 - 2001,
,,2001 - 2002,1.94
,,2002 - 2003,1.26
,,2003 - 2004,1.82
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Boudh,2000 - 2001,
,,2001 - 2002,1.26
,,2002 - 2003,0.47
,,2003 - 2004,1.81
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Cuttack,2000 - 2001,
,,2001 - 2002,1.68
,,2002 - 2003,1.16
,,2003 - 2004,1.15
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Deogarh,2000 - 2001,
,,2001 - 2002,1.31
,,2002 - 2003,0.43
,,2003 - 2004,1.46
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Dhenkanal,2000 - 2001,
,,2001 - 2002,1.87
,,2002 - 2003,0.49
,,2003 - 2004,1.84
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Gajapati,2000 - 2001,
,,2001 - 2002,1.98
,,2002 - 2003,1.03
,,2003 - 2004,1.61
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Ganjam,2000 - 2001,
,,2001 - 2002,2.18
,,2002 - 2003,0.87
,,2003 - 2004,1.55
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Jagatsinghapur,2000 - 2001,
,,2001 - 2002,1.73
,,2002 - 2003,1.19
,,2003 - 2004,1.37
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Jajapur,2000 - 2001,
,,2001 - 2002,1.61
,,2002 - 2003,0.75
,,2003 - 2004,1.27
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Jharsuguda,2000 - 2001,
,,2001 - 2002,1.51
,,2002 - 2003,0.7
,,2003 - 2004,1.81
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Kalahandi,2000 - 2001,
,,2001 - 2002,1.39
,,2002 - 2003,0.44
,,2003 - 2004,1.31
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Kandhamal,2000 - 2001,
,,2001 - 2002,1.53
,,2002 - 2003,0.79
,,2003 - 2004,1.47
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Kendrapara,2000 - 2001,
,,2001 - 2002,1.45
,,2002 - 2003,0.93
,,2003 - 2004,1.26
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Kendujhar,2000 - 2001,
,,2001 - 2002,1.34
,,2002 - 2003,0.52
,,2003 - 2004,1.55
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Khordha,2000 - 2001,
,,2001 - 2002,1.5
,,2002 - 2003,0.47
,,2003 - 2004,1.39
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Koraput,2000 - 2001,
,,2001 - 2002,1.51
,,2002 - 2003,1.06
,,2003 - 2004,1.59
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Malkangiri,2000 - 2001,
,,2001 - 2002,1.09
,,2002 - 2003,0.6
,,2003 - 2004,1.33
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Mayurbhanj,2000 - 2001,
,,2001 - 2002,1.55
,,2002 - 2003,0.82
,,2003 - 2004,1.47
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Nabarangpur,2000 - 2001,
,,2001 - 2002,1.28
,,2002 - 2003,0.55
,,2003 - 2004,1.67
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Nayagarh,2000 - 2001,
,,2001 - 2002,1.64
,,2002 - 2003,0.62
,,2003 - 2004,1.59
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Nuapada,2000 - 2001,
,,2001 - 2002,1.27
,,2002 - 2003,0.26
,,2003 - 2004,1.3
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Puri,2000 - 2001,
,,2001 - 2002,1.69
,,2002 - 2003,0.88
,,2003 - 2004,1.22
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Rayagada,2000 - 2001,
,,2001 - 2002,1.53
,,2002 - 2003,0.86
,,2003 - 2004,1.77
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Sambalpur,2000 - 2001,
,,2001 - 2002,1.86
,,2002 - 2003,1.13
,,2003 - 2004,1.77
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Sonepur,2000 - 2001,
,,2001 - 2002,1.89
,,2002 - 2003,1.06
,,2003 - 2004,1.48
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Sundargarh,2000 - 2001,
,,2001 - 2002,0.98
,,2002 - 2003,0.33
,,2003 - 2004,1.03
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
Puducherry,Karaikal,2000 - 2001,2.41
,,2001 - 2002,2.05
,,2002 - 2003,1.11
,,2003 - 2004,2.14
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,2.52
,,2007 - 2008,2.55
,,2008 - 2009,2.79
,,2009 - 2010,2.15
,,2010 - 2011,2.67
,,2011 - 2012,2.87
,,2012 - 2013,2.8
,,2013 - 2014,1.92
,,2014 - 2015,2.19
,,2015 - 2016,2.64
,,2016 - 2017,2.29
,,2017 - 2018,2.39
,,2018 - 2019,2.06
,,2019 - 2020,2.55
,,2020 - 2021,2.4
,,2021 - 2022,2.26
,,2022 - 2023,2.15
,Mahe,2000 - 2001,2.4
,,2001 - 2002,2.0
,Pondicherry,2000 - 2001,2.41
,,2001 - 2002,2.78
,,2002 - 2003,2.83
,,2003 - 2004,2.8
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,2.67
,,2007 - 2008,2.96
,,2008 - 2009,2.67
,,2009 - 2010,2.98
,,2010 - 2011,2.95
,,2011 - 2012,3.03
,,2012 - 2013,3.36
,,2013 - 2014,3.55
,,2014 - 2015,3.41
,,2015 - 2016,3.58
,,2016 - 2017,3.76
,,2017 - 2018,3.7
,,2018 - 2019,4.01
,,2019 - 2020,3.67
,,2020 - 2021,3.65
,,2021 - 2022,3.19
,,2022 - 2023,3.29
,Yanam,2000 - 2001,3.2
,,2001 - 2002,2.83
,,2002 - 2003,3.74
,,2003 - 2004,4.04
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,2.73
,,2007 - 2008,3.45
,,2008 - 2009,3.54
,,2009 - 2010,3.55
,,2010 - 2011,2.4
,,2011 - 2012,3.24
,,2012 - 2013,3.07
,,2013 - 2014,2.62
,,2014 - 2015,3.21
,,2015 - 2016,0.6
,,2016 - 2017,3.67
,,2017 - 2018,3.68
,,2018 - 2019,4.05
,,2019 - 2020,3.43
,,2020 - 2021,1.23
,,2021 - 2022,1.6
,,2022 - 2023,2.43
Punjab,Amritsar,2000 - 2001,3.05
,,2001 - 2002,3.0
,,2002 - 2003,2.83
,,2003 - 2004,2.67
,,2004 - 2005,3.1
,,2005 - 2006,2.91
,,2006 - 2007,3.02
,,2007 - 2008,3.07
,,2008 - 2009,2.91
,,2009 - 2010,2.71
,,2010 - 2011,2.7
,,2011 - 2012,2.62
,,2012 - 2013,2.94
,,2013 - 2014,2.85
,,2014 - 2015,2.77
,,2015 - 2016,2.83
,,2016 - 2017,3.19
,,2017 - 2018,3.76
,,2018 - 2019,2.98
,,2019 - 2020,3.3
,,2020 - 2021,3.34
,,2021 - 2022,3.6
,,2022 - 2023,3.56
,Barnala,2007 - 2008,4.71
,,2008 - 2009,4.75
,,2009 - 2010,4.77
,,2010 - 2011,4.43
,,2011 - 2012,4.37
,,2012 - 2013,4.62
,,2013 - 2014,4.67
,,2014 - 2015,4.69
,,2015 - 2016,4.65
,,2016 - 2017,4.61
,,2017 - 2018,5.0
,,2018 - 2019,4.97
,,2019 - 2020,4.61
,,2020 - 2021,5.22
,,2021 - 2022,4.75
,,2022 - 2023,5.25
,Bathinda,2000 - 2001,3.54
,,2001 - 2002,3.74
,,2002 - 2003,3.43
,,2003 - 2004,3.99
,,2004 - 2005,4.07
,,2005 - 2006,4.05
,,2006 - 2007,4.11
,,2007 - 2008,4.28
,,2008 - 2009,4.4
,,2009 - 2010,4.58
,,2010 - 2011,4.08
,,2011 - 2012,4.05
,,2012 - 2013,4.28
,,2013 - 2014,4.51
,,2014 - 2015,4.45
,,2015 - 2016,4.53
,,2016 - 2017,4.53
,,2017 - 2018,4.67
,,2018 - 2019,4.56
,,2019 - 2020,4.27
,,2020 - 2021,4.64
,,2021 - 2022,4.6
,,2022 - 2023,4.75
,Faridkot,2000 - 2001,3.44
,,2001 - 2002,3.81
,,2002 - 2003,3.26
,,2003 - 2004,3.67
,,2004 - 2005,3.83
,,2005 - 2006,3.94
,,2006 - 2007,3.98
,,2007 - 2008,4.03
,,2008 - 2009,4.36
,,2009 - 2010,4.22
,,2010 - 2011,4.05
,,2011 - 2012,4.01
,,2012 - 2013,4.35
,,2013 - 2014,4.26
,,2014 - 2015,3.97
,,2015 - 2016,3.99
,,2016 - 2017,4.07
,,2017 - 2018,4.44
,,2018 - 2019,4.11
,,2019 - 2020,3.76
,,2020 - 2021,4.1
,,2021 - 2022,4.35
,,2022 - 2023,4.48
,Fatehgarh sahib,2000 - 2001,4.17
,,2001 - 2002,4.0
,,2002 - 2003,3.9
,,2003 - 2004,4.39
,,2004 - 2005,4.36
,,2005 - 2006,4.25
,,2006 - 2007,4.05
,,2007 - 2008,4.56
,,2008 - 2009,4.27
,,2009 - 2010,4.55
,,2010 - 2011,4.21
,,2011 - 2012,4.23
,,2012 - 2013,4.47
,,2013 - 2014,4.08
,,2014 - 2015,4.35
,,2015 - 2016,4.47
,,2016 - 2017,4.71
,,2017 - 2018,4.59
,,2018 - 2019,4.03
,,2019 - 2020,4.26
,,2020 - 2021,4.75
,,2021 - 2022,4.72
,,2022 - 2023,4.03
,Fazilka,2012 - 2013,3.42
,,2013 - 2014,3.18
,,2014 - 2015,3.06
,,2015 - 2016,2.87
,,2016 - 2017,3.52
,,2017 - 2018,3.26
,,2018 - 2019,3.3
,,2019 - 2020,4.06
,,2020 - 2021,3.27
,,2021 - 2022,3.14
,,2022 - 2023,3.5
,Firozepur,2000 - 2001,3.62
,,2001 - 2002,3.76
,,2002 - 2003,3.52
,,2003 - 2004,3.7
,,2004 - 2005,3.95
,,2005 - 2006,4.05
,,2006 - 2007,4.03
,,2007 - 2008,4.16
,,2008 - 2009,4.04
,,2009 - 2010,3.68
,,2010 - 2011,3.7
,,2011 - 2012,3.46
,,2012 - 2013,4.21
,,2013 - 2014,4.19
,,2014 - 2015,3.88
,,2015 - 2016,3.9
,,2016 - 2017,4.23
,,2017 - 2018,4.55
,,2018 - 2019,4.46
,,2019 - 2020,2.69
,,2020 - 2021,4.36
,,2021 - 2022,4.4
,,2022 - 2023,4.79
,Gurdaspur,2000 - 2001,2.98
,,2001 - 2002,2.94
,,2002 - 2003,2.89
,,2003 - 2004,3.04
,,2004 - 2005,3.17
,,2005 - 2006,3.11
,,2006 - 2007,3.16
,,2007 - 2008,3.23
,,2008 - 2009,3.3
,,2009 - 2010,3.14
,,2010 - 2011,3.46
,,2011 - 2012,3.23
,,2012 - 2013,3.11
,,2013 - 2014,2.93
,,2014 - 2015,2.61
,,2015 - 2016,2.86
,,2016 - 2017,3.18
,,2017 - 2018,3.65
,,2018 - 2019,3.67
,,2019 - 2020,3.66
,,2020 - 2021,3.89
,,2021 - 2022,3.84
,,2022 - 2023,3.64
,Hoshiarpur,2000 - 2001,3.05
,,2001 - 2002,2.85
,,2002 - 2003,2.84
,,2003 - 2004,3.09
,,2004 - 2005,2.95
,,2005 - 2006,2.98
,,2006 - 2007,2.8
,,2007 - 2008,3.3
,,2008 - 2009,3.48
,,2009 - 2010,3.54
,,2010 - 2011,3.58
,,2011 - 2012,3.64
,,2012 - 2013,3.6
,,2013 - 2014,3.6
,,2014 - 2015,3.44
,,2015 - 2016,3.54
,,2016 - 2017,3.88
,,2017 - 2018,3.89
,,2018 - 2019,3.72
,,2019 - 2020,4.0
,,2020 - 2021,4.16
,,2021 - 2022,3.79
,,2022 - 2023,3.15
,Jalandhar,2000 - 2001,3.59
,,2001 - 2002,3.37
,,2002 - 2003,3.72
,,2003 - 2004,3.37
,,2004 - 2005,3.71
,,2005 - 2006,3.48
,,2006 - 2007,3.5
,,2007 - 2008,3.72
,,2008 - 2009,3.79
,,2009 - 2010,3.95
,,2010 - 2011,3.61
,,2011 - 2012,3.53
,,2012 - 2013,3.79
,,2013 - 2014,3.57
,,2014 - 2015,3.69
,,2015 - 2016,3.89
,,2016 - 2017,4.11
,,2017 - 2018,4.18
,,2018 - 2019,4.16
,,2019 - 2020,4.07
,,2020 - 2021,4.55
,,2021 - 2022,4.28
,,2022 - 2023,4.17
,Kapurthala,2000 - 2001,3.48
,,2001 - 2002,3.47
,,2002 - 2003,3.55
,,2003 - 2004,3.47
,,2004 - 2005,4.03
,,2005 - 2006,3.91
,,2006 - 2007,3.76
,,2007 - 2008,3.89
,,2008 - 2009,3.75
,,2009 - 2010,3.93
,,2010 - 2011,3.9
,,2011 - 2012,3.67
,,2012 - 2013,3.8
,,2013 - 2014,3.85
,,2014 - 2015,3.75
,,2015 - 2016,4.02
,,2016 - 2017,4.09
,,2017 - 2018,4.35
,,2018 - 2019,4.34
,,2019 - 2020,4.13
,,2020 - 2021,4.34
,,2021 - 2022,4.22
,,2022 - 2023,4.27
,Ludhiana,2000 - 2001,3.95
,,2001 - 2002,3.9
,,2002 - 2003,4.32
,,2003 - 2004,4.34
,,2004 - 2005,2.86
,,2005 - 2006,4.52
,,2006 - 2007,4.37
,,2007 - 2008,4.53
,,2008 - 2009,4.47
,,2009 - 2010,4.69
,,2010 - 2011,4.41
,,2011 - 2012,4.26
,,2012 - 2013,4.55
,,2013 - 2014,4.42
,,2014 - 2015,4.35
,,2015 - 2016,4.6
,,2016 - 2017,4.81
,,2017 - 2018,4.74
,,2018 - 2019,4.45
,,2019 - 2020,4.68
,,2020 - 2021,4.89
,,2021 - 2022,4.82
,,2022 - 2023,4.78
,Malerkotla,2021 - 2022,5.25
,,2022 - 2023,5.24
,Mansa,2000 - 2001,3.64
,,2001 - 2002,3.56
,,2002 - 2003,3.03
,,2003 - 2004,3.83
,,2004 - 2005,4.09
,,2005 - 2006,4.16
,,2006 - 2007,4.18
,,2007 - 2008,4.13
,,2008 - 2009,4.17
,,2009 - 2010,4.21
,,2010 - 2011,4.05
,,2011 - 2012,3.95
,,2012 - 2013,4.12
,,2013 - 2014,4.12
,,2014 - 2015,3.61
,,2015 - 2016,3.9
,,2016 - 2017,4.29
,,2017 - 2018,4.66
,,2018 - 2019,4.43
,,2019 - 2020,4.11
,,2020 - 2021,4.76
,,2021 - 2022,4.57
,,2022 - 2023,4.7
,Moga,2000 - 2001,3.75
,,2001 - 2002,3.83
,,2002 - 2003,3.81
,,2003 - 2004,4.09
,,2004 - 2005,4.46
,,2005 - 2006,4.4
,,2006 - 2007,4.23
,,2007 - 2008,4.43
,,2008 - 2009,4.6
,,2009 - 2010,4.72
,,2010 - 2011,4.33
,,2011 - 2012,4.36
,,2012 - 2013,4.51
,,2013 - 2014,4.63
,,2014 - 2015,4.6
,,2015 - 2016,4.76
,,2016 - 2017,4.58
,,2017 - 2018,4.8
,,2018 - 2019,4.51
,,2019 - 2020,4.56
,,2020 - 2021,4.88
,,2021 - 2022,4.74
,,2022 - 2023,5.06
,Muktsar,2000 - 2001,3.47
,,2001 - 2002,3.68
,,2002 - 2003,3.14
,,2003 - 2004,3.77
,,2004 - 2005,3.88
,,2005 - 2006,3.87
,,2006 - 2007,4.0
,,2007 - 2008,4.16
,,2008 - 2009,4.23
,,2009 - 2010,3.87
,,2010 - 2011,3.89
,,2011 - 2012,3.56
,,2012 - 2013,3.99
,,2013 - 2014,3.97
,,2014 - 2015,3.81
,,2015 - 2016,4.22
,,2016 - 2017,4.04
,,2017 - 2018,3.97
,,2018 - 2019,4.07
,,2019 - 2020,3.35
,,2020 - 2021,4.36
,,2021 - 2022,4.18
,,2022 - 2023,4.12
,Nawanshahr,2000 - 2001,3.36
,,2001 - 2002,3.18
,,2002 - 2003,3.51
,,2003 - 2004,3.64
,,2004 - 2005,3.98
,,2005 - 2006,3.49
