state,district,year,maize_summer_yield_tonne_per_hectare
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Kohima,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Longleng,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Mokokchung,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Mon,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Noklak,2021 - 2022,
,,2022 - 2023,
,Nuiland,2022 - 2023,
,Peren,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Phek,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Shamator,2022 - 2023,
,Tseminyu,2022 - 2023,
,Tuensang,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Wokha,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Zunheboto,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
Odisha,Anugul,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,1.25
,,2005 - 2006,1.25
,,2006 - 2007,1.36
,,2007 - 2008,1.27
,,2008 - 2009,1.38
,,2009 - 2010,1.1
,,2010 - 2011,1.37
,,2011 - 2012,1.36
,,2012 - 2013,1.78
,,2013 - 2014,1.67
,,2014 - 2015,1.72
,,2015 - 2016,1.54
,,2016 - 2017,1.84
,,2017 - 2018,1.82
,,2018 - 2019,2.83
,,2019 - 2020,2.4
,,2020 - 2021,2.81
,,2021 - 2022,2.31
,,2022 - 2023,2.32
,Balangir,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,0.83
,,2005 - 2006,1.15
,,2006 - 2007,0.83
,,2007 - 2008,0.8
,,2008 - 2009,0.6
,,2009 - 2010,0.7
,,2010 - 2011,1.6
,,2011 - 2012,1.45
,,2012 - 2013,0.91
,,2013 - 2014,2.93
,,2014 - 2015,
,,2015 - 2016,2.5
,,2016 - 2017,1.6
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,2.74
,,2021 - 2022,2.89
,,2022 - 2023,3.35
,Baleshwar,2001 - 2002,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,5.4
,,2006 - 2007,2.3
,,2007 - 2008,
,,2008 - 2009,
,,2010 - 2011,2.15
,,2011 - 2012,2.25
,,2014 - 2015,3.19
,,2015 - 2016,0.1
,,2016 - 2017,1.53
,,2019 - 2020,2.26
,,2021 - 2022,3.9
,,2022 - 2023,3.16
,Bargarh,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,1.5
,,2005 - 2006,
,,2006 - 2007,1.8
,,2007 - 2008,1.2
,,2008 - 2009,1.93
,,2009 - 2010,1.88
,,2010 - 2011,1.97
,,2011 - 2012,1.29
,,2012 - 2013,1.87
,,2013 - 2014,1.96
,,2014 - 2015,2.32
,,2015 - 2016,2.25
,,2016 - 2017,0.44
,,2017 - 2018,1.95
,,2018 - 2019,2.06
,,2019 - 2020,1.4
,,2020 - 2021,2.15
,,2021 - 2022,1.52
,,2022 - 2023,2.0
,Bhadrak,2004 - 2005,0.9
,,2007 - 2008,2.7
,,2008 - 2009,2.8
,,2009 - 2010,2.4
,,2010 - 2011,1.74
,,2011 - 2012,6.7
,,2012 - 2013,1.51
,,2013 - 2014,1.4
,,2014 - 2015,4.71
,,2018 - 2019,1.85
,,2019 - 2020,3.05
,,2020 - 2021,1.5
,,2021 - 2022,1.5
,,2022 - 2023,3.1
,Boudh,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,1.3
,,2007 - 2008,1.25
,,2008 - 2009,1.3
,,2009 - 2010,1.2
,,2010 - 2011,1.3
,,2011 - 2012,1.2
,,2012 - 2013,0.95
,,2013 - 2014,1.5
,,2014 - 2015,2.8
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,0.4
,,2020 - 2021,0.6
,,2021 - 2022,0.7
,,2022 - 2023,
,Cuttack,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,1.68
,,2005 - 2006,1.2
,,2006 - 2007,1.74
,,2007 - 2008,1.81
,,2008 - 2009,2.18
,,2009 - 2010,1.77
,,2010 - 2011,2.65
,,2011 - 2012,2.53
,,2012 - 2013,2.38
,,2013 - 2014,
,,2014 - 2015,1.3
,,2015 - 2016,
,,2020 - 2021,2.38
,,2021 - 2022,3.94
,,2022 - 2023,3.9
,Deogarh,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,0.97
,,2005 - 2006,0.9
,,2006 - 2007,1.06
,,2007 - 2008,1.24
,,2008 - 2009,1.32
,,2009 - 2010,1.3
,,2010 - 2011,1.4
,,2011 - 2012,1.2
,,2012 - 2013,1.44
,,2013 - 2014,1.51
,,2014 - 2015,2.08
,,2015 - 2016,2.08
,,2016 - 2017,1.79
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,2.42
,,2020 - 2021,1.55
,,2021 - 2022,1.77
,,2022 - 2023,1.64
,Dhenkanal,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,1.96
,,2005 - 2006,1.67
,,2006 - 2007,1.93
,,2007 - 2008,1.57
,,2008 - 2009,1.3
,,2009 - 2010,1.6
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,1.2
,,2014 - 2015,1.93
,,2015 - 2016,1.43
,,2016 - 2017,1.8
,,2017 - 2018,1.04
,,2018 - 2019,1.19
,,2019 - 2020,3.04
,,2020 - 2021,2.12
,,2021 - 2022,2.1
,,2022 - 2023,2.15
,Gajapati,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,1.2
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,1.1
,,2010 - 2011,1.4
,,2011 - 2012,1.3
,,2012 - 2013,1.8
,,2013 - 2014,
,,2014 - 2015,1.13
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,2.1
,,2018 - 2019,
,,2019 - 2020,1.55
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,1.15
,Ganjam,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,1.0
,,2005 - 2006,1.13
,,2006 - 2007,3.04
,,2007 - 2008,1.71
,,2008 - 2009,1.36
,,2009 - 2010,1.36
,,2010 - 2011,2.09
,,2011 - 2012,4.24
,,2012 - 2013,
,,2013 - 2014,1.98
,,2014 - 2015,2.53
,,2015 - 2016,2.62
,,2016 - 2017,1.24
,,2017 - 2018,3.1
,,2018 - 2019,4.15
,,2019 - 2020,2.69
,,2020 - 2021,1.65
,,2021 - 2022,2.17
,,2022 - 2023,2.03
,Jagatsinghapur,2011 - 2012,2.56
,,2013 - 2014,1.88
,,2019 - 2020,2.3
,,2020 - 2021,1.3
,Jajapur,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,0.93
,,2005 - 2006,0.6
,,2006 - 2007,
,,2007 - 2008,0.55
,,2008 - 2009,
,,2009 - 2010,1.4
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2018 - 2019,
,,2020 - 2021,
,,2021 - 2022,1.95
,,2022 - 2023,2.0
,Jharsuguda,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,1.6
,,2007 - 2008,1.6
,,2008 - 2009,
,,2009 - 2010,1.1
,,2010 - 2011,1.5
,,2011 - 2012,
,,2012 - 2013,1.87
,,2013 - 2014,3.0
,,2014 - 2015,
,,2015 - 2016,3.0
,,2016 - 2017,
,,2017 - 2018,7.05
,,2018 - 2019,
,,2019 - 2020,1.0
,,2020 - 2021,
,,2021 - 2022,4.58
,,2022 - 2023,4.0
,Kalahandi,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,0.56
,,2005 - 2006,0.9
,,2006 - 2007,1.1
,,2007 - 2008,
,,2008 - 2009,1.07
,,2009 - 2010,1.2
,,2010 - 2011,2.11
,,2011 - 2012,1.5
,,2012 - 2013,1.9
,,2013 - 2014,1.46
,,2014 - 2015,1.12
,,2015 - 2016,1.32
,,2016 - 2017,
,,2017 - 2018,1.9
,,2018 - 2019,2.99
,,2019 - 2020,
,,2020 - 2021,1.5
,,2021 - 2022,1.62
,,2022 - 2023,
,Kandhamal,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,1.2
,,2005 - 2006,1.13
,,2006 - 2007,1.14
,,2007 - 2008,0.83
,,2008 - 2009,1.3
,,2009 - 2010,1.5
,,2010 - 2011,1.6
,,2011 - 2012,1.0
,,2012 - 2013,1.67
,,2013 - 2014,1.8
,,2014 - 2015,1.33
,,2015 - 2016,2.1
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,1.5
,,2021 - 2022,1.48
,,2022 - 2023,1.83
,Kendrapara,2022 - 2023,2.2
,Kendujhar,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,1.2
,,2005 - 2006,1.6
,,2006 - 2007,1.09
,,2007 - 2008,1.32
,,2008 - 2009,
,,2009 - 2010,1.35
,,2010 - 2011,2.36
,,2011 - 2012,2.62
,,2012 - 2013,1.8
,,2013 - 2014,2.15
,,2014 - 2015,1.95
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,3.13
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,2.95
,,2022 - 2023,
,Khordha,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,1.03
,,2005 - 2006,
,,2006 - 2007,2.05
,,2007 - 2008,1.1
,,2008 - 2009,0.8
,,2009 - 2010,
,,2010 - 2011,1.4
,,2011 - 2012,1.46
,,2012 - 2013,3.08
,,2013 - 2014,2.2
,,2014 - 2015,1.0
,,2015 - 2016,1.97
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,1.27
,,2021 - 2022,2.54
,,2022 - 2023,1.85
,Koraput,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,1.21
,,2005 - 2006,1.32
,,2006 - 2007,1.47
,,2007 - 2008,1.44
,,2008 - 2009,1.55
,,2009 - 2010,1.58
,,2010 - 2011,1.94
,,2011 - 2012,1.93
,,2012 - 2013,2.18
,,2013 - 2014,2.28
,,2014 - 2015,2.29
,,2015 - 2016,2.17
,,2016 - 2017,2.26
,,2017 - 2018,2.37
,,2018 - 2019,2.2
,,2019 - 2020,2.02
,,2020 - 2021,2.22
,,2021 - 2022,2.08
,,2022 - 2023,2.03
,Malkangiri,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,1.61
,,2005 - 2006,1.72
,,2006 - 2007,
,,2007 - 2008,1.13
,,2008 - 2009,1.58
,,2009 - 2010,1.05
,,2010 - 2011,1.48
,,2011 - 2012,1.12
,,2012 - 2013,1.28
,,2013 - 2014,2.05
,,2014 - 2015,1.94
,,2015 - 2016,1.22
,,2016 - 2017,1.6
,,2017 - 2018,2.14
,,2018 - 2019,1.67
,,2019 - 2020,2.55
,,2020 - 2021,4.98
,,2021 - 2022,2.0
,,2022 - 2023,2.35
,Mayurbhanj,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,1.26
,,2005 - 2006,1.64
,,2006 - 2007,1.69
,,2007 - 2008,1.63
,,2008 - 2009,1.4
,,2009 - 2010,1.42
,,2010 - 2011,2.29
,,2011 - 2012,2.03
,,2012 - 2013,2.49
,,2013 - 2014,2.02
,,2014 - 2015,2.06
,,2015 - 2016,2.43
,,2016 - 2017,2.42
,,2017 - 2018,2.47
,,2018 - 2019,2.7
,,2019 - 2020,2.57
,,2020 - 2021,2.21
,,2021 - 2022,2.55
,,2022 - 2023,2.11
,Nabarangpur,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,2.22
,,2005 - 2006,2.43
,,2006 - 2007,2.56
,,2007 - 2008,2.48
,,2008 - 2009,2.98
,,2009 - 2010,2.51
,,2010 - 2011,3.13
,,2011 - 2012,2.67
,,2012 - 2013,2.92
,,2013 - 2014,3.23
,,2014 - 2015,2.91
,,2015 - 2016,2.82
,,2016 - 2017,3.05
,,2017 - 2018,2.83
,,2018 - 2019,2.74
,,2019 - 2020,3.97
,,2020 - 2021,2.81
,,2021 - 2022,2.98
,,2022 - 2023,2.74
,Nayagarh,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,1.73
,,2005 - 2006,1.47
,,2006 - 2007,1.58
,,2007 - 2008,1.56
,,2008 - 2009,1.65
,,2009 - 2010,3.52
,,2010 - 2011,1.67
,,2011 - 2012,1.5
,,2012 - 2013,0.67
,,2013 - 2014,1.07
,,2014 - 2015,0.9
,,2015 - 2016,1.3
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,2.01
,,2019 - 2020,2.5
,,2020 - 2021,2.58
,,2021 - 2022,2.59
,,2022 - 2023,3.37
,Nuapada,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,0.9
,,2006 - 2007,
,,2007 - 2008,1.28
,,2008 - 2009,
,,2009 - 2010,1.25
,,2010 - 2011,1.43
,,2011 - 2012,1.02
,,2012 - 2013,
,,2013 - 2014,1.2
,,2014 - 2015,2.2
,,2015 - 2016,
,,2016 - 2017,1.5
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,1.85
,,2020 - 2021,
,,2021 - 2022,2.27
,,2022 - 2023,
,Puri,2009 - 2010,1.15
,,2012 - 2013,3.1
,Rayagada,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,1.21
,,2005 - 2006,1.1
,,2006 - 2007,1.01
,,2007 - 2008,1.13
,,2008 - 2009,1.02
,,2009 - 2010,1.18
,,2010 - 2011,1.17
,,2011 - 2012,1.37
,,2012 - 2013,1.31
,,2013 - 2014,1.38
,,2014 - 2015,1.66
,,2015 - 2016,1.7
,,2016 - 2017,1.95
,,2017 - 2018,1.77
,,2018 - 2019,1.41
,,2019 - 2020,1.49
,,2020 - 2021,1.66
,,2021 - 2022,1.76
,,2022 - 2023,1.91
,Sambalpur,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,1.4
,,2005 - 2006,1.0
,,2006 - 2007,1.8
,,2007 - 2008,1.17
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,2.32
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,2.6
,,2022 - 2023,
,Sonepur,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,1.97
,,2011 - 2012,2.6
,,2012 - 2013,2.23
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2019 - 2020,2.5
,Sundargarh,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,1.04
,,2005 - 2006,1.33
,,2006 - 2007,1.68
,,2007 - 2008,1.04
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,1.7
,,2011 - 2012,
,,2012 - 2013,1.8
,,2013 - 2014,2.05
,,2014 - 2015,2.8
,,2015 - 2016,2.3
,,2016 - 2017,
,,2017 - 2018,2.07
,,2018 - 2019,2.55
,,2019 - 2020,2.9
,,2020 - 2021,2.4
,,2021 - 2022,2.63
,,2022 - 2023,3.03
Punjab,Amritsar,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2013 - 2014,
,,2014 - 2015,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Barnala,2019 - 2020,
,,2020 - 2021,
,Bathinda,2000 - 2001,
,,2002 - 2003,
,,2003 - 2004,
,,2014 - 2015,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Faridkot,2021 - 2022,
,Fatehgarh sahib,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2022 - 2023,
,Fazilka,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Firozepur,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,Gurdaspur,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Hoshiarpur,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Jalandhar,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Kapurthala,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Ludhiana,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Malerkotla,2021 - 2022,
,,2022 - 2023,
,Mansa,2002 - 2003,
,,2019 - 2020,
,,2021 - 2022,
,,2022 - 2023,
,Moga,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Muktsar,2000 - 2001,
,,2002 - 2003,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Nawanshahr,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Pathankot,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Patiala,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2022 - 2023,
,Rupnagar,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,S.a.s nagar,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2017 - 2018,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Sangrur,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2008 - 2009,
,,2013 - 2014,
,,2014 - 2015,
,,2015 - 2016,
,,2016 - 2017,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
,Tarn taran,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
,,2013 - 2014,
,,2015 - 2016,
,,2018 - 2019,
,,2019 - 2020,
,,2020 - 2021,
,,2021 - 2022,
,,2022 - 2023,
Rajasthan,Ajmer,2000 - 2001,
,,2001 - 2002,
,,2002 - 2003,
,,2003 - 2004,
,,2004 - 2005,
,,2005 - 2006,
,,2006 - 2007,
,,2007 - 2008,
,,2008 - 2009,
,,2009 - 2010,
,,2010 - 2011,
,,2011 - 2012,
,,2012 - 2013,
